prop_id,prop_type,province,city,location,bedrooms,bathrooms,area,purpose,date_added,price
1,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/28/2023,PKR5.2 Crore
2,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,3,289 Sq. Yd.,For Sale,6/29/2023,PKR3.75 Crore
3,House,Sindh,Karachi,"Cantt, Karachi, Sindh",6,5,375 Sq. Yd.,For Sale,6/29/2023,PKR7.5 Crore
4,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/29/2023,PKR9 Crore
5,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,2,182 Sq. Yd.,For Sale,6/29/2023,PKR6 Crore
6,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,61 Sq. Yd.,For Sale,6/28/2023,PKR52.25 Lakh
7,Flat,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,4,389 Sq. Yd.,For Sale,6/28/2023,PKR9.5 Crore
8,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/28/2023,PKR93 Lakh
9,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/28/2023,PKR2.2 Crore
10,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,6/28/2023,PKR5.25 Crore
11,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,133 Sq. Yd.,For Sale,6/28/2023,PKR1.25 Crore
12,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",8,8,400 Sq. Yd.,For Sale,6/28/2023,PKR8 Crore
13,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/28/2023,PKR1.38 Crore
14,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/28/2023,PKR68 Lakh
15,House,Sindh,Karachi,"North Karachi, Karachi, Sindh",5,4,160 Sq. Yd.,For Sale,6/28/2023,PKR3.05 Crore
16,House,Sindh,Karachi,"North Karachi, Karachi, Sindh",6,7,120 Sq. Yd.,For Sale,6/28/2023,PKR2.5 Crore
17,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,150 Sq. Yd.,For Sale,6/28/2023,PKR6.85 Crore
18,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/28/2023,PKR16.5 Crore
19,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,97 Sq. Yd.,For Sale,6/28/2023,PKR83.13 Lakh
20,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,120 Sq. Yd.,For Sale,6/28/2023,PKR4.4 Crore
21,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,6/28/2023,PKR1.58 Crore
22,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/28/2023,PKR4 Crore
23,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,172 Sq. Yd.,For Sale,6/28/2023,PKR1.4 Crore
24,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,6/28/2023,PKR90 Lakh
25,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,152 Sq. Yd.,For Sale,6/29/2023,PKR1.43 Crore
26,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.7 Crore
27,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/29/2023,PKR2.05 Crore
28,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore
29,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.74 Crore
30,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,113 Sq. Yd.,For Sale,6/28/2023,PKR1.25 Crore
31,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/29/2023,PKR65 Lakh
32,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/29/2023,PKR1.8 Crore
33,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/29/2023,PKR1.8 Crore
34,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore
35,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"2,000 Sq. Yd.",For Sale,6/28/2023,PKR45 Crore
36,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,7,"2,000 Sq. Yd.",For Sale,6/28/2023,PKR46.5 Crore
37,House,Sindh,Karachi,"North Karachi, Karachi, Sindh",3,2,120 Sq. Yd.,For Sale,6/28/2023,PKR2.5 Crore
38,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/28/2023,PKR1.82 Crore
39,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/28/2023,PKR2.15 Crore
40,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/28/2023,PKR1.7 Crore
41,House,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",6,5,350 Sq. Yd.,For Sale,6/28/2023,PKR11 Crore
42,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/28/2023,PKR2 Crore
43,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,6/28/2023,PKR1.25 Crore
44,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,6/28/2023,PKR2.5 Crore
45,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/28/2023,PKR1.55 Crore
46,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,7,500 Sq. Yd.,For Sale,6/28/2023,PKR10 Crore
47,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",5,4,240 Sq. Yd.,For Sale,6/28/2023,PKR12 Crore
48,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/28/2023,PKR1.4 Crore
49,Upper Portion,Sindh,Karachi,"North Karachi, Karachi, Sindh",3,3,160 Sq. Yd.,For Sale,6/28/2023,PKR1.65 Crore
50,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,125 Sq. Yd.,For Sale,6/29/2023,PKR1 Crore
51,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.15 Crore
52,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/29/2023,PKR27.84 Lakh
53,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,79 Sq. Yd.,For Sale,6/29/2023,PKR71.23 Lakh
54,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/27/2023,PKR75 Lakh
55,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,6/29/2023,PKR55 Lakh
56,Upper Portion,Sindh,Karachi,"Nazimabad, Karachi, Sindh",2,2,89 Sq. Yd.,For Sale,6/29/2023,PKR68 Lakh
57,Flat,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,6/29/2023,PKR1.9 Crore
58,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",6,6,400 Sq. Yd.,For Sale,6/29/2023,PKR5.25 Crore
59,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",4,6,120 Sq. Yd.,For Sale,6/29/2023,PKR2.6 Crore
60,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/28/2023,PKR1.2 Crore
61,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/28/2023,PKR11.25 Crore
62,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,6/28/2023,PKR5.65 Crore
63,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/28/2023,PKR16 Crore
64,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/28/2023,PKR1.45 Crore
65,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/28/2023,PKR2.05 Crore
66,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,167 Sq. Yd.,For Sale,6/28/2023,PKR2.1 Crore
67,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/28/2023,PKR1.7 Crore
68,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/28/2023,PKR2.3 Crore
69,House,Sindh,Karachi,"Cantt, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/28/2023,PKR35 Crore
70,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/28/2023,PKR21 Crore
71,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/28/2023,PKR14 Crore
72,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/28/2023,PKR14 Crore
73,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/28/2023,PKR10 Crore
74,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/28/2023,PKR18.5 Crore
75,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/29/2023,PKR2 Crore
76,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.37 Crore
77,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.78 Crore
78,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/29/2023,PKR1.5 Crore
79,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,6/29/2023,PKR35 Crore
80,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",6,6,160 Sq. Yd.,For Sale,6/29/2023,PKR3.4 Crore
81,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,6/29/2023,PKR3 Crore
82,Lower Portion,Sindh,Karachi,"North Karachi, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,6/29/2023,PKR1.35 Crore
83,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",6,5,160 Sq. Yd.,For Sale,6/29/2023,PKR3.5 Crore
84,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/29/2023,PKR14.5 Crore
85,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,356 Sq. Yd.,For Sale,6/28/2023,PKR6.4 Crore
86,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,356 Sq. Yd.,For Sale,6/28/2023,PKR6.3 Crore
87,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,167 Sq. Yd.,For Sale,6/27/2023,PKR2.1 Crore
88,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/28/2023,PKR6 Crore
89,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,600 Sq. Yd.,For Sale,6/28/2023,PKR14 Crore
90,Upper Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",2,2,70 Sq. Yd.,For Sale,6/28/2023,PKR68 Lakh
91,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",4,3,200 Sq. Yd.,For Sale,6/28/2023,PKR2.25 Crore
92,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,6/28/2023,PKR2.45 Crore
93,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,5,300 Sq. Yd.,For Sale,6/28/2023,PKR7.5 Crore
94,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,404 Sq. Yd.,For Sale,6/28/2023,PKR8.5 Crore
95,Flat,Sindh,Karachi,"University Road, Karachi, Sindh",2,2,78 Sq. Yd.,For Sale,6/28/2023,PKR68.5 Lakh
96,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/28/2023,PKR2.35 Crore
97,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/28/2023,PKR1.8 Crore
98,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/28/2023,PKR1.55 Crore
99,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/28/2023,PKR1.44 Crore
100,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,6/30/2023,PKR9 Crore
101,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,6/30/2023,PKR6.7 Crore
102,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,300 Sq. Yd.,For Sale,6/30/2023,PKR3.9 Crore
103,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",4,4,333 Sq. Yd.,For Sale,6/30/2023,PKR5 Crore
104,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,6/30/2023,PKR3.3 Crore
105,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/29/2023,PKR12.5 Crore
106,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,125 Sq. Yd.,For Sale,6/29/2023,PKR1.45 Crore
107,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.75 Crore
108,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,9,400 Sq. Yd.,For Sale,6/29/2023,PKR7.15 Crore
109,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,356 Sq. Yd.,For Sale,6/28/2023,PKR6.75 Crore
110,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",4,3,226 Sq. Yd.,For Sale,6/28/2023,PKR5.25 Crore
111,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,161 Sq. Yd.,For Sale,6/28/2023,PKR1.45 Crore
112,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,6/28/2023,PKR95 Lakh
113,Flat,Sindh,Karachi,"Teacher Society, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,6/29/2023,PKR1.1 Crore
114,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",3,2,103 Sq. Yd.,For Sale,6/29/2023,PKR76 Lakh
115,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",5,5,200 Sq. Yd.,For Sale,6/29/2023,PKR3.45 Crore
116,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/28/2023,PKR80 Lakh
117,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/28/2023,PKR1.51 Crore
118,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,122 Sq. Yd.,For Sale,6/28/2023,PKR1.4 Crore
119,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/28/2023,PKR1.4 Crore
120,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,6/28/2023,PKR24 Crore
121,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",9,9,600 Sq. Yd.,For Sale,6/28/2023,PKR11.75 Crore
122,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,262 Sq. Yd.,For Sale,6/28/2023,PKR6.25 Crore
123,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/28/2023,PKR10.5 Crore
124,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,289 Sq. Yd.,For Sale,6/30/2023,PKR3.75 Crore
125,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,6/30/2023,PKR7.2 Crore
126,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,377 Sq. Yd.,For Sale,6/30/2023,PKR7.3 Crore
127,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,300 Sq. Yd.,For Sale,6/30/2023,PKR4 Crore
128,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,377 Sq. Yd.,For Sale,6/30/2023,PKR7.1 Crore
129,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,89 Sq. Yd.,For Sale,6/29/2023,PKR70 Lakh
130,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.65 Crore
131,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.77 Crore
132,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,96 Sq. Yd.,For Sale,6/29/2023,PKR82.1 Lakh
133,Flat,Sindh,Karachi,"Defence View Society, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,6/29/2023,PKR1.3 Crore
134,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",-,2,200 Sq. Yd.,For Sale,6/29/2023,PKR9.75 Crore
135,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,2,167 Sq. Yd.,For Sale,6/29/2023,PKR6 Crore
136,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.3 Crore
137,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.75 Crore
138,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore
139,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/29/2023,PKR1.85 Crore
140,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/29/2023,PKR1.35 Crore
141,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/28/2023,PKR22 Crore
142,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,128 Sq. Yd.,For Sale,6/28/2023,PKR1.4 Crore
143,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/28/2023,PKR11.75 Crore
144,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/28/2023,PKR1.3 Crore
145,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,300 Sq. Yd.,For Sale,6/28/2023,PKR7.6 Crore
146,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,500 Sq. Yd.,For Sale,6/28/2023,PKR11 Crore
147,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,10,"1,000 Sq. Yd.",For Sale,6/28/2023,PKR23 Crore
148,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,6/28/2023,PKR1.35 Crore
149,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,250 Sq. Yd.,For Sale,6/30/2023,PKR3.4 Crore
150,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,6/30/2023,PKR1.98 Crore
151,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,7,510 Sq. Yd.,For Sale,6/30/2023,PKR7 Crore
152,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/30/2023,PKR1.49 Crore
153,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/30/2023,PKR1.35 Crore
154,Flat,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",4,4,467 Sq. Yd.,For Sale,6/29/2023,PKR8.45 Crore
155,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,350 Sq. Yd.,For Sale,6/29/2023,PKR2.23 Crore
156,House,Sindh,Karachi,"Naya Nazimabad, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/29/2023,PKR4.3 Crore
157,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,500 Sq. Yd.,For Sale,6/29/2023,PKR8.5 Crore
158,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,6/29/2023,PKR35 Crore
159,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,6/29/2023,PKR7.5 Crore
160,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",6,5,375 Sq. Yd.,For Sale,6/29/2023,PKR8.25 Crore
161,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,6/29/2023,PKR70 Lakh
162,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.3 Crore
163,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/29/2023,PKR1.35 Crore
164,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/29/2023,PKR1.85 Crore
165,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,350 Sq. Yd.,For Sale,6/29/2023,PKR1.7 Crore
166,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,411 Sq. Yd.,For Sale,6/28/2023,PKR8 Crore
167,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,416 Sq. Yd.,For Sale,6/28/2023,PKR7.49 Crore
168,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,400 Sq. Yd.,For Sale,6/28/2023,PKR6.5 Crore
169,Flat,Sindh,Karachi,"Clifton, Karachi, Sindh",3,2,149 Sq. Yd.,For Sale,6/28/2023,PKR3 Crore
170,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,6/28/2023,PKR6.3 Crore
171,House,Sindh,Karachi,"Cantt, Karachi, Sindh",5,5,375 Sq. Yd.,For Sale,6/28/2023,PKR7.25 Crore
172,Flat,Sindh,Karachi,"Kashmir Colony, Karachi, Sindh",2,2,87 Sq. Yd.,For Sale,6/28/2023,PKR42 Lakh
173,Flat,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",2,2,87 Sq. Yd.,For Sale,6/28/2023,PKR42 Lakh
174,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/30/2023,PKR1.95 Crore
175,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/30/2023,PKR1.8 Crore
176,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/30/2023,PKR1.55 Crore
177,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/30/2023,PKR1.6 Crore
178,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR3.5 Crore
179,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/29/2023,PKR10.5 Crore
180,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,6/29/2023,PKR2.75 Crore
181,Upper Portion,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,6/29/2023,PKR2.6 Crore
182,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,6/29/2023,PKR67 Lakh
183,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",6,5,375 Sq. Yd.,For Sale,6/29/2023,PKR8.25 Crore
184,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,244 Sq. Yd.,For Sale,6/29/2023,PKR5.85 Crore
185,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,6/29/2023,PKR1.7 Crore
186,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,6/29/2023,PKR55 Lakh
187,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/29/2023,PKR1.65 Crore
188,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,122 Sq. Yd.,For Sale,6/29/2023,PKR60 Lakh
189,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,6/29/2023,PKR1.4 Crore
190,Flat,Sindh,Karachi,"P & T Colony, Karachi, Sindh",3,3,181 Sq. Yd.,For Sale,6/28/2023,PKR70 Lakh
191,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/28/2023,PKR1.7 Crore
192,Flat,Sindh,Karachi,"Gadap Town, Karachi, Sindh",2,2,167 Sq. Yd.,For Sale,6/28/2023,PKR1.25 Crore
