prop_id,prop_type,province,city,location,bedrooms,bathrooms,area,purpose,date_added,price
1337,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,7/25/2023,PKR1.1 Crore
1338,Flat,Sindh,Karachi,"Garden West, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,7/25/2023,PKR1.3 Crore
1339,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR22 Lakh
1340,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR17 Lakh
1341,Flat,Sindh,Karachi,"Bath Island, Karachi, Sindh",3,3,244 Sq. Yd.,For Sale,7/11/2023,PKR7 Crore
1342,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",3,3,233 Sq. Yd.,For Sale,7/11/2023,PKR3.5 Crore
1343,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,6/29/2023,PKR1.6 Crore
1344,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,7/1/2023,PKR1.94 Crore
1345,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,6/29/2023,PKR4.5 Crore
1346,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/29/2023,PKR2.9 Crore
1347,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,3,130 Sq. Yd.,For Sale,6/29/2023,PKR1.35 Crore
1348,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,122 Sq. Yd.,For Sale,6/29/2023,PKR1 Crore
1349,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/29/2023,PKR2.25 Crore
1350,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh
1351,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh
1352,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh
1353,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh
1354,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh
1355,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh
1356,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/30/2023,PKR27.84 Lakh
1357,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,6/30/2023,PKR35.74 Lakh
1358,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,311 Sq. Yd.,For Sale,7/25/2023,PKR6.65 Crore
1359,Flat,Sindh,Karachi,"Sea View Apartments, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,7/25/2023,PKR5.6 Crore
1360,Flat,Sindh,Karachi,"Sea View Apartments, Karachi, Sindh",4,3,300 Sq. Yd.,For Sale,7/25/2023,PKR3.7 Crore
1361,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,7/25/2023,PKR1.1 Crore
1362,Flat,Sindh,Karachi,"Garden West, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,7/25/2023,PKR1.3 Crore
1363,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR22 Lakh
1364,Flat,Sindh,Karachi,"Korangi, Karachi, Sindh",2,2,50 Sq. Yd.,For Sale,7/11/2023,PKR17 Lakh
1365,House,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",6,6,300 Sq. Yd.,For Sale,7/11/2023,PKR10.5 Crore
1366,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,5,300 Sq. Yd.,For Sale,7/11/2023,PKR6.7 Crore
1367,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,7/1/2023,PKR80 Lakh
1368,Flat,Sindh,Karachi,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,5,389 Sq. Yd.,For Sale,7/1/2023,PKR8.75 Crore
1369,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/29/2023,PKR2.6 Crore
1370,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,216 Sq. Yd.,For Sale,6/30/2023,PKR1.47 Crore
1371,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,400 Sq. Yd.,For Sale,6/30/2023,PKR6.5 Crore
1372,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,400 Sq. Yd.,For Sale,6/30/2023,PKR5.25 Crore
1373,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,8,200 Sq. Yd.,For Sale,6/30/2023,PKR3.75 Crore
1374,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,6/30/2023,PKR3.95 Crore
1375,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",10,9,"1,000 Sq. Yd.",For Sale,6/27/2023,PKR21.5 Crore
1376,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,144 Sq. Yd.,For Sale,6/27/2023,PKR98 Lakh
1377,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,380 Sq. Yd.,For Sale,6/30/2023,PKR6.95 Crore
1378,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/27/2023,PKR9.75 Crore
1379,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.8 Crore
1380,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,6/27/2023,PKR1.58 Crore
1381,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,6/27/2023,PKR1.7 Crore
1382,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,182 Sq. Yd.,For Sale,7/25/2023,PKR5.75 Crore
1383,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,500 Sq. Yd.,For Sale,7/25/2023,PKR4.15 Crore
1384,Flat,Sindh,Karachi,"Cantt, Karachi, Sindh",3,3,267 Sq. Yd.,For Sale,7/25/2023,PKR3.7 Crore
1385,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,360 Sq. Yd.,For Sale,6/27/2023,PKR4 Crore
1386,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,"1,000 Sq. Yd.",For Sale,7/11/2023,PKR36 Crore
1387,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,7/11/2023,PKR17 Crore
1388,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/11/2023,PKR1.7 Crore
1389,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",7,7,350 Sq. Yd.,For Sale,7/11/2023,PKR7.6 Crore
1390,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,125 Sq. Yd.,For Sale,7/1/2023,PKR1.3 Crore
1391,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",5,4,272 Sq. Yd.,For Sale,7/1/2023,PKR3.4 Crore
1392,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,272 Sq. Yd.,For Sale,6/30/2023,PKR3.6 Crore
1393,Upper Portion,Sindh,Karachi,"Nazimabad, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/30/2023,PKR58 Lakh
1394,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,88 Sq. Yd.,For Sale,6/30/2023,PKR58 Lakh
1395,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/30/2023,PKR7.45 Crore
1396,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,6/30/2023,PKR7.4 Crore
1397,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,500 Sq. Yd.,For Sale,6/30/2023,PKR10 Crore
1398,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,250 Sq. Yd.,For Sale,6/27/2023,PKR3.15 Crore
1399,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,156 Sq. Yd.,For Sale,6/27/2023,PKR59 Lakh
1400,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/30/2023,PKR11.5 Crore
1401,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/27/2023,PKR11.5 Crore
1402,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,6/27/2023,PKR11.5 Crore
1403,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,6/30/2023,PKR2.1 Crore
1404,Upper Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,7/3/2023,PKR80 Lakh
1405,Upper Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,7/3/2023,PKR3.15 Crore
1406,House,Sindh,Karachi,"Malir, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,7/3/2023,PKR9.75 Crore
1407,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,7/3/2023,PKR8.7 Crore
1408,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,7/2/2023,PKR65 Lakh
1409,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,7/2/2023,PKR1.55 Crore
1410,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,7/2/2023,PKR2.9 Crore
1411,Flat,Sindh,Karachi,"Nazimabad, Karachi, Sindh",3,3,150 Sq. Yd.,For Sale,7/2/2023,PKR1.45 Crore
1412,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,117 Sq. Yd.,For Sale,7/2/2023,PKR65 Lakh
1413,House,Sindh,Karachi,"Cantt, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,7/2/2023,PKR3.7 Crore
1414,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,7/2/2023,PKR1.4 Crore
1415,Lower Portion,Sindh,Karachi,"Scheme 33, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,7/2/2023,PKR90 Lakh
1416,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",6,6,120 Sq. Yd.,For Sale,7/18/2023,PKR1.8 Crore
1417,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",-,8,400 Sq. Yd.,For Sale,7/18/2023,PKR5.6 Crore
1418,Flat,Sindh,Karachi,"Khalid Bin Walid Road, Karachi, Sindh",3,3,183 Sq. Yd.,For Sale,7/18/2023,PKR2.25 Crore
1419,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",4,3,144 Sq. Yd.,For Sale,7/18/2023,PKR1.25 Crore
1420,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,111 Sq. Yd.,For Sale,6/27/2023,PKR1.15 Crore
1421,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,418 Sq. Yd.,For Sale,7/18/2023,PKR7.75 Crore
1422,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,4,500 Sq. Yd.,For Sale,7/18/2023,PKR10 Crore
1423,House,Sindh,Karachi,"Bin Qasim Town, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,7/18/2023,PKR1.6 Crore
1424,House,Sindh,Karachi,"Bin Qasim Town, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,7/18/2023,PKR2.8 Crore
1425,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,6,240 Sq. Yd.,For Sale,7/1/2023,PKR5.4 Crore
1426,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",1,1,63 Sq. Yd.,For Sale,7/4/2023,PKR60 Lakh
1427,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,7/4/2023,PKR14.5 Crore
1428,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,8,80 Sq. Yd.,For Sale,7/3/2023,PKR2.75 Crore
1429,Upper Portion,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",3,3,222 Sq. Yd.,For Sale,7/3/2023,PKR2.65 Crore
1430,Flat,Sindh,Karachi,"Rashid Minhas Road, Karachi, Sindh",2,2,133 Sq. Yd.,For Sale,7/3/2023,PKR1.65 Crore
1431,Flat,Sindh,Karachi,"Rashid Minhas Road, Karachi, Sindh",2,2,133 Sq. Yd.,For Sale,7/4/2023,PKR1.65 Crore
1432,Flat,Sindh,Karachi,"Rashid Minhas Road, Karachi, Sindh",4,3,189 Sq. Yd.,For Sale,7/4/2023,PKR2.4 Crore
1433,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,7/2/2023,PKR1.25 Crore
1434,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,128 Sq. Yd.,For Sale,7/2/2023,PKR70 Lakh
1435,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",7,6,500 Sq. Yd.,For Sale,7/2/2023,PKR19.75 Crore
1436,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,714 Sq. Yd.,For Sale,7/2/2023,PKR7.65 Crore
1437,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,7/2/2023,PKR7.25 Crore
1438,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",7,6,"1,000 Sq. Yd.",For Sale,7/2/2023,PKR19.9 Crore
1439,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,7/2/2023,PKR9.8 Crore
1440,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",-,-,67 Sq. Yd.,For Sale,7/18/2023,PKR44 Lakh
1441,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,144 Sq. Yd.,For Sale,7/18/2023,PKR1.35 Crore
1442,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,8,240 Sq. Yd.,For Sale,6/28/2023,PKR4.95 Crore
1443,Flat,Sindh,Karachi,"Gadap Town, Karachi, Sindh",1,2,50 Sq. Yd.,For Sale,7/18/2023,PKR32 Lakh
1444,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",-,-,167 Sq. Yd.,For Sale,7/18/2023,PKR1.45 Crore
1445,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,8,400 Sq. Yd.,For Sale,7/18/2023,PKR7.5 Crore
1446,Lower Portion,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,240 Sq. Yd.,For Sale,7/18/2023,PKR2.6 Crore
1447,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",8,8,500 Sq. Yd.,For Sale,7/25/2023,PKR5.8 Crore
1448,Flat,Sindh,Karachi,"Gizri, Karachi, Sindh",3,3,178 Sq. Yd.,For Sale,7/25/2023,PKR1.35 Crore
1449,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",5,8,100 Sq. Yd.,For Sale,7/25/2023,PKR1.35 Crore
1450,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,7/4/2023,PKR1.65 Crore
1451,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",6,5,250 Sq. Yd.,For Sale,7/4/2023,PKR3.5 Crore
1452,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,267 Sq. Yd.,For Sale,7/4/2023,PKR6.5 Crore
1453,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,200 Sq. Yd.,For Sale,7/4/2023,PKR5.8 Crore
1454,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,200 Sq. Yd.,For Sale,7/4/2023,PKR5.85 Crore
1455,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,4,289 Sq. Yd.,For Sale,7/4/2023,PKR8 Crore
1456,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,272 Sq. Yd.,For Sale,7/4/2023,PKR6.9 Crore
1457,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",8,11,"1,050 Sq. Yd.",For Sale,7/2/2023,PKR22.5 Crore
1458,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,300 Sq. Yd.,For Sale,7/2/2023,PKR6.9 Crore
1459,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,7/2/2023,PKR11.75 Crore
1460,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,500 Sq. Yd.,For Sale,7/2/2023,PKR10.25 Crore
1461,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/2/2023,PKR1.7 Crore
1462,Upper Portion,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,7/2/2023,PKR59.5 Lakh
1463,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/2/2023,PKR2.3 Crore
1464,Flat,Sindh,Karachi,"North Karachi, Karachi, Sindh",2,2,104 Sq. Yd.,For Sale,7/2/2023,PKR67 Lakh
1465,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,154 Sq. Yd.,For Sale,7/25/2023,PKR1.05 Crore
1466,Lower Portion,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/25/2023,PKR2.25 Crore
1467,House,Sindh,Karachi,"Muslimabad Society, Karachi, Sindh",6,6,250 Sq. Yd.,For Sale,7/25/2023,PKR12 Crore
1468,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",-,-,120 Sq. Yd.,For Sale,7/25/2023,PKR72 Lakh
1469,House,Sindh,Karachi,"North Nazimabad, Karachi, Sindh",6,6,200 Sq. Yd.,For Sale,7/25/2023,PKR6 Crore
1470,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",-,-,240 Sq. Yd.,For Sale,7/25/2023,PKR6.5 Crore
1471,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,5,500 Sq. Yd.,For Sale,6/27/2023,PKR9 Crore
1472,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,6/27/2023,PKR17 Crore
1473,House,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,110 Sq. Yd.,For Sale,6/27/2023,PKR2.9 Crore
1474,House,Sindh,Karachi,"Bin Qasim Town, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,6/27/2023,PKR90 Lakh
1475,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,4,272 Sq. Yd.,For Sale,6/28/2023,PKR2.95 Crore
1476,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",-,-,125 Sq. Yd.,For Sale,7/4/2023,PKR1.28 Crore
1477,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,4,289 Sq. Yd.,For Sale,7/4/2023,PKR8.1 Crore
1478,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,272 Sq. Yd.,For Sale,7/4/2023,PKR6.85 Crore
1479,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,2,200 Sq. Yd.,For Sale,7/4/2023,PKR5.9 Crore
1480,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,7/4/2023,PKR1.64 Crore
1481,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd.,For Sale,7/4/2023,PKR65 Lakh
1482,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",4,4,133 Sq. Yd.,For Sale,7/2/2023,PKR2.6 Crore
1483,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",4,3,200 Sq. Yd.,For Sale,6/27/2023,PKR1.75 Crore
1484,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,172 Sq. Yd.,For Sale,7/2/2023,PKR1.45 Crore
1485,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,7/2/2023,PKR35.74 Lakh
1486,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,6/28/2023,PKR27.84 Lakh
1487,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,7/2/2023,PKR35.74 Lakh
1488,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",2,2,35 Sq. Yd.,For Sale,7/2/2023,PKR27.84 Lakh
1489,Flat,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,45 Sq. Yd.,For Sale,7/2/2023,PKR35.74 Lakh
1490,Upper Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",-,-,65 Sq. Yd.,For Sale,6/27/2023,PKR55 Lakh
1491,Lower Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",-,-,120 Sq. Yd.,For Sale,6/27/2023,PKR1 Crore
1492,Lower Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",-,-,75 Sq. Yd.,For Sale,6/27/2023,PKR55 Lakh
1493,Flat,Sindh,Karachi,"Scheme 33, Karachi, Sindh",2,2,133 Sq. Yd.,For Sale,6/27/2023,PKR70 Lakh
1494,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",6,4,120 Sq. Yd.,For Sale,6/27/2023,PKR1.78 Crore
1495,House,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",6,4,120 Sq. Yd.,For Sale,6/27/2023,PKR2.35 Crore
1496,Flat,Sindh,Karachi,"Gulistan-e-Jauhar, Karachi, Sindh",2,2,117 Sq. Yd.,For Sale,7/2/2023,PKR1.1 Crore
1497,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,300 Sq. Yd.,For Sale,7/1/2023,PKR8.5 Crore
1498,Flat,Sindh,Karachi,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,172 Sq. Yd.,For Sale,7/4/2023,PKR1.65 Crore
1499,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,"1,000 Sq. Yd.",For Sale,7/11/2023,PKR14 Crore
1500,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,3,"1,000 Sq. Yd.",For Sale,7/4/2023,PKR17 Crore
1501,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,100 Sq. Yd.,For Sale,7/4/2023,PKR4.2 Crore
1502,House,Sindh,Karachi,"Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,7/4/2023,PKR1.38 Crore
1503,Upper Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",3,3,120 Sq. Yd.,For Sale,7/4/2023,PKR82 Lakh
1504,Lower Portion,Sindh,Karachi,"Federal B Area, Karachi, Sindh",3,2,120 Sq. Yd.,For Sale,7/4/2023,PKR85 Lakh
1505,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd.",For Sale,7/1/2023,PKR20 Crore
1506,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",6,6,400 Sq. Yd.,For Sale,7/4/2023,PKR6.5 Crore
1507,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,272 Sq. Yd.,For Sale,6/27/2023,PKR6.3 Crore
1508,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,244 Sq. Yd.,For Sale,6/27/2023,PKR6.1 Crore
1509,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,172 Sq. Yd.,For Sale,7/2/2023,PKR1.45 Crore
1510,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,294 Sq. Yd.,For Sale,6/27/2023,PKR6.5 Crore
1511,Flat,Sindh,Karachi,"Civil Lines, Karachi, Sindh",5,4,333 Sq. Yd.,For Sale,7/2/2023,PKR9.25 Crore
1512,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",4,4,133 Sq. Yd.,For Sale,7/2/2023,PKR2.6 Crore
1513,Flat,Sindh,Karachi,"Malir, Karachi, Sindh",3,3,172 Sq. Yd.,For Sale,7/2/2023,PKR1.45 Crore
1514,Flat,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,272 Sq. Yd.,For Sale,7/2/2023,PKR7.25 Crore
1515,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,7/11/2023,PKR11.5 Crore
1516,Upper Portion,Sindh,Karachi,"Jamshed Town, Karachi, Sindh",2,2,100 Sq. Yd.,For Sale,7/11/2023,PKR1.5 Crore
1517,House,Sindh,Karachi,"Gadap Town, Karachi, Sindh",4,4,120 Sq. Yd.,For Sale,7/11/2023,PKR1.54 Crore
1518,House,Sindh,Karachi,"Scheme 33, Karachi, Sindh",5,4,120 Sq. Yd.,For Sale,7/11/2023,PKR2 Crore
1519,Upper Portion,Sindh,Karachi,"North Karachi, Karachi, Sindh",2,2,120 Sq. Yd.,For Sale,7/11/2023,PKR75 Lakh
1520,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",4,3,"1,000 Sq. Yd.",For Sale,6/30/2023,PKR14 Crore
1521,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",-,5,300 Sq. Yd.,For Sale,7/4/2023,PKR7.3 Crore
1522,House,Sindh,Karachi,"DHA Defence, Karachi, Sindh",5,4,"1,000 Sq. Yd.",For Sale,6/30/2023,PKR22 Crore
1523,Flat,Sindh,Karachi,"Shaheed Millat Road, Karachi, Sindh",3,3,183 Sq. Yd.,For Sale,7/4/2023,PKR5.25 Crore
